ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""335.8511""","=""8.e+07""","=""1.4e-03""",D,"=""4.55744""","=""41.47385""","=""3d4""","=""3D""","=""2""","=""3d3.(2D1).4p""","=""3P*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""343.2951""","=""1.2e+08""","=""2.2e-03""",D,"=""4.54154""","=""40.65747""","=""3d4""","=""3D""","=""3""","=""3d3.(2D1).4p""","=""3D*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""343.8228""","=""1.1e+08""","=""2.0e-03""",D,"=""4.55744""","=""40.61793""","=""3d4""","=""3D""","=""2""","=""3d3.(2D1).4p""","=""3D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""344.0203""","=""4.e+07""","=""1.3e-03""",E,"=""4.57814""","=""40.61793""","=""3d4""","=""3D""","=""1""","=""3d3.(2D1).4p""","=""3D*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""345.2370""","=""2.4e+08""","=""6.0e-03""",C,"=""5.73936""","=""41.65215""","=""3d4""","=""1D2""","=""2""","=""3d3.(2D1).4p""","=""1F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""353.0891""","=""5.0e+08""","=""9.4e-03""",C,"=""6.53801""","=""41.65215""","=""3d4""","=""1F""","=""3""","=""3d3.(2D1).4p""","=""1F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""355.1947""","=""6.6e+08""","=""1.05e-02""",C,"=""3.16512""","=""38.07110""","=""3d4""","=""3H""","=""6""","=""3d3.(2F).4p""","=""3G*""","=""5""",13,11,,"=""T6653c93""","=""L3625""",
"=""355.3696""","=""5.1e+08""","=""7.9e-03""",C,"=""3.12756""","=""38.016367""","=""3d4""","=""3H""","=""5""","=""3d3.(2F).4p""","=""3G*""","=""4""",11,9,,"=""T6653c93""","=""L3625""",
"=""355.5411""","=""5.2e+08""","=""7.7e-03""",C,"=""3.09122""","=""37.96319""","=""3d4""","=""3H""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""357.0275""","=""2.2e+08""","=""5.2e-03""",C,"=""3.34431""","=""38.07110""","=""3d4""","=""3F2""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""5""",9,11,,"=""T6653c93""","=""L3625""",
"=""357.4232""","=""1.9e+08""","=""4.7e-03""",C,"=""3.32802""","=""38.016367""","=""3d4""","=""3F2""","=""3""","=""3d3.(2F).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""357.8674""","=""1.8e+08""","=""4.8e-03""",C,"=""3.31790""","=""37.96319""","=""3d4""","=""3F2""","=""2""","=""3d3.(2F).4p""","=""3G*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""358.8928""","=""3.8e+07""","=""7.e-04""",D,"=""6.53801""","=""41.08431""","=""3d4""","=""1F""","=""3""","=""3d3.(2D1).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""360.6561""","=""6.e+07""","=""1.4e-03""",E,"=""0.09957""","=""34.476978""","=""3d4""","=""5D""","=""3""","=""3d3.(4P).4p""","=""5D*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""360.8265""","=""7.e+07""","=""1.0e-03""",E,"=""3.73778""","=""38.098946""","=""3d4""","=""3G""","=""4""","=""3d3.(2F).4p""","=""3D*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""360.8600""","=""2.4e+08""","=""3.4e-03""",C+,"=""6.53801""","=""40.89599""","=""3d4""","=""1F""","=""3""","=""3d3.(2D1).4p""","=""1D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""361.2810""","=""2.6e+08""","=""5.2e-03""",C,"=""0.15903""","=""34.476978""","=""3d4""","=""5D""","=""4""","=""3d3.(4P).4p""","=""5D*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""361.4882""","=""4.3e+08""","=""8.4e-03""",C,"=""3.77283""","=""38.07110""","=""3d4""","=""3G""","=""5""","=""3d3.(2F).4p""","=""3G*""","=""5""",11,11,,"=""T6653c93""","=""L3625""",
"=""361.6957""","=""3.2e+08""","=""6.3e-03""",C,"=""3.73778""","=""38.016367""","=""3d4""","=""3G""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""361.8250""","=""3.6e+08""","=""7.1e-03""",C,"=""3.69685""","=""37.96319""","=""3d4""","=""3G""","=""3""","=""3d3.(2F).4p""","=""3G*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""362.0659""","=""2.3e+08""","=""3.6e-03""",C,"=""3.77283""","=""38.016367""","=""3d4""","=""3G""","=""5""","=""3d3.(2F).4p""","=""3G*""","=""4""",11,9,,"=""T6653c93""","=""L3625""",
"=""362.2577""","=""1.7e+08""","=""2.5e-03""",C,"=""3.73778""","=""37.96319""","=""3d4""","=""3G""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""362.3767""","=""3.3e+08""","=""4.6e-03""",C,"=""0.09957""","=""34.313750""","=""3d4""","=""5D""","=""3""","=""3d3.(4P).4p""","=""5D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""362.6004""","=""2.2e+08""","=""3.4e-03""",C,"=""0.15903""","=""34.352100""","=""3d4""","=""5D""","=""4""","=""3d3.(4P).4p""","=""5D*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""362.8070""","=""1.9e+08""","=""3.8e-03""",C,"=""3.34431""","=""37.517907""","=""3d4""","=""3F2""","=""4""","=""3d3.(2F).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""362.9310""","=""2.0e+08""","=""3.9e-03""",C,"=""3.32802""","=""37.489944""","=""3d4""","=""3F2""","=""3""","=""3d3.(2F).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""362.9346""","=""1.6e+08""","=""3.2e-03""",D,"=""3.31790""","=""37.479490""","=""3d4""","=""3F2""","=""2""","=""3d3.(2F).4p""","=""3F*""","=""2""",5,5,,"=""T6653c93""","=""L3625,L2884""",
"=""363.6987""","=""6.1e+08""","=""9.5e-03""",C+,"=""4.53604""","=""38.625843""","=""3d4""","=""1G2""","=""4""","=""3d3.(2F).4p""","=""1F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""364.2824""","=""1.8e+08""","=""4.9e-03""",C,"=""0.05176""","=""34.086951""","=""3d4""","=""5D""","=""2""","=""3d3.(4P).4p""","=""5P*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""364.7948""","=""1.17e+09""","=""2.3e-02""",C,"=""0.09957""","=""34.086951""","=""3d4""","=""5D""","=""3""","=""3d3.(4P).4p""","=""5P*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""364.9721""","=""4.7e+08""","=""1.6e-02""",C,"=""0.01766""","=""33.988522""","=""3d4""","=""5D""","=""1""","=""3d3.(4P).4p""","=""5P*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""365.3389""","=""1.8e+09""","=""3.7e-02""",C,"=""0.05176""","=""33.988522""","=""3d4""","=""5D""","=""2""","=""3d3.(4P).4p""","=""5P*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""365.4342""","=""4.1e+09""","=""6.4e-02""",C,"=""0.15903""","=""34.086951""","=""3d4""","=""5D""","=""4""","=""3d3.(4P).4p""","=""5P*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""365.4398""","=""1.20e+09""","=""7.2e-02""",C+,"=""0.00000""","=""33.927396""","=""3d4""","=""5D""","=""0""","=""3d3.(4P).4p""","=""5P*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""365.6300""","=""2.4e+09""","=""4.9e-02""",C,"=""0.01766""","=""33.927396""","=""3d4""","=""5D""","=""1""","=""3d3.(4P).4p""","=""5P*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""365.7459""","=""7.4e+08""","=""8.9e-03""",C,"=""7.66893""","=""41.56793""","=""3d4""","=""3P1""","=""2""","=""3d3.(2D1).4p""","=""3P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""365.8543""","=""2.9e+09""","=""4.1e-02""",C,"=""0.09957""","=""33.988522""","=""3d4""","=""5D""","=""3""","=""3d3.(4P).4p""","=""5P*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""365.9982""","=""1.9e+09""","=""2.3e-02""",C,"=""0.05176""","=""33.927396""","=""3d4""","=""5D""","=""2""","=""3d3.(4P).4p""","=""5P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""366.6648""","=""1.8e+09""","=""1.23e-02""",C,"=""7.80035""","=""41.61439""","=""3d4""","=""3P1""","=""1""","=""3d3.(2D1).4p""","=""3P*""","=""0""",3,1,,"=""T6653c93""","=""L3625""",
"=""366.7638""","=""1.3e+09""","=""2.6e-02""",C,"=""7.66893""","=""41.47385""","=""3d4""","=""3P1""","=""2""","=""3d3.(2D1).4p""","=""3P*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""366.8921""","=""1.4e+08""","=""2.8e-03""",C,"=""3.69685""","=""37.489944""","=""3d4""","=""3G""","=""3""","=""3d3.(2F).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""367.0056""","=""1.9e+09""","=""2.8e-02""",C,"=""3.69685""","=""37.479490""","=""3d4""","=""3G""","=""3""","=""3d3.(2F).4p""","=""3F*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""367.0329""","=""1.16e+08""","=""2.3e-03""",C,"=""3.73778""","=""37.517907""","=""3d4""","=""3G""","=""4""","=""3d3.(2F).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""367.1694""","=""4.5e+08""","=""9.1e-03""",C,"=""7.80035""","=""41.56793""","=""3d4""","=""3P1""","=""1""","=""3d3.(2D1).4p""","=""3P*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""367.3370""","=""1.6e+09""","=""2.6e-02""",C,"=""3.73778""","=""37.489944""","=""3d4""","=""3G""","=""4""","=""3d3.(2F).4p""","=""3F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""367.4141""","=""1.6e+09""","=""2.7e-02""",C,"=""3.77283""","=""37.517907""","=""3d4""","=""3G""","=""5""","=""3d3.(2F).4p""","=""3F*""","=""4""",11,9,,"=""T6653c93""","=""L3625""",
"=""367.4514""","=""7.e+07""","=""1.0e-03""",E,"=""7.73219""","=""41.47385""","=""3d4""","=""3F1""","=""3""","=""3d3.(2D1).4p""","=""3P*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""367.8524""","=""7.4e+08""","=""4.5e-02""",C+,"=""7.86305""","=""41.56793""","=""3d4""","=""3P1""","=""0""","=""3d3.(2D1).4p""","=""3P*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""367.9906""","=""3.4e+08""","=""7.0e-03""",C,"=""4.57814""","=""38.27036""","=""3d4""","=""3D""","=""1""","=""3d3.(2F).4p""","=""3D*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""368.1952""","=""4.6e+08""","=""1.5e-02""",C,"=""7.80035""","=""41.47385""","=""3d4""","=""3P1""","=""1""","=""3d3.(2D1).4p""","=""3P*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""368.4508""","=""3.4e+08""","=""7.0e-03""",C,"=""4.55744""","=""38.207569""","=""3d4""","=""3D""","=""2""","=""3d3.(2F).4p""","=""3D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""368.6777""","=""4.4e+07""","=""1.5e-03""",D,"=""4.57814""","=""38.207569""","=""3d4""","=""3D""","=""1""","=""3d3.(2F).4p""","=""3D*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""369.4690""","=""4.3e+08""","=""8.7e-03""",C,"=""4.54154""","=""38.098946""","=""3d4""","=""3D""","=""3""","=""3d3.(2F).4p""","=""3D*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""369.5649""","=""3.3e+07""","=""2.0e-03""",D,"=""2.98250""","=""36.531193""","=""3d4""","=""3P2""","=""0""","=""3d3.(4P).4p""","=""3S*""","=""1""",1,3,,"=""T6653c93""","=""L3625""",
"=""370.3804""","=""1.7e+07""","=""4.e-04""",E,"=""4.54154""","=""38.016367""","=""3d4""","=""3D""","=""3""","=""3d3.(2F).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""370.6730""","=""1.7e+09""","=""3.5e-02""",C,"=""7.71653""","=""41.16493""","=""3d4""","=""3F1""","=""4""","=""3d3.(2D1).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""370.8466""","=""1.19e+08""","=""3.1e-03""",C,"=""7.73219""","=""41.16493""","=""3d4""","=""3F1""","=""3""","=""3d3.(2D1).4p""","=""3F*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""371.4541""","=""8.e+07""","=""1.0e-03""",E,"=""3.31790""","=""36.695975""","=""3d4""","=""3F2""","=""2""","=""3d3.(2P).4p""","=""1P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""371.5686""","=""5.3e+08""","=""8.5e-03""",C,"=""7.71653""","=""41.08431""","=""3d4""","=""3F1""","=""4""","=""3d3.(2D1).4p""","=""3F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""371.6834""","=""1.3e+08""","=""3.8e-03""",C,"=""7.72683""","=""41.08431""","=""3d4""","=""3F1""","=""2""","=""3d3.(2D1).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""371.7297""","=""1.11e+09""","=""2.3e-02""",C,"=""7.72683""","=""41.08015""","=""3d4""","=""3F1""","=""2""","=""3d3.(2D1).4p""","=""3F*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""371.7431""","=""1.18e+09""","=""2.5e-02""",C,"=""7.73219""","=""41.08431""","=""3d4""","=""3F1""","=""3""","=""3d3.(2D1).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""371.7894""","=""4.6e+08""","=""6.8e-03""",C,"=""7.73219""","=""41.08015""","=""3d4""","=""3F1""","=""3""","=""3d3.(2D1).4p""","=""3F*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""373.7190""","=""1.8e+09""","=""2.9e-02""",C,"=""3.09122""","=""36.267001""","=""3d4""","=""3H""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""373.7937""","=""3.3e+08""","=""7.e-03""",D,"=""7.72683""","=""40.89599""","=""3d4""","=""3F1""","=""2""","=""3d3.(2D1).4p""","=""1D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""373.8342""","=""9.8e+07""","=""2.0e-03""",C,"=""3.09122""","=""36.256778""","=""3d4""","=""3H""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""374.2443""","=""1.9e+09""","=""3.2e-02""",C,"=""3.12756""","=""36.256778""","=""3d4""","=""3H""","=""5""","=""3d3.(2H).4p""","=""3G*""","=""4""",11,9,,"=""T6653c93""","=""L3625""",
"=""374.7603""","=""1.6e+07""","=""3.5e-04""",E,"=""3.16512""","=""36.248718""","=""3d4""","=""3H""","=""6""","=""3d3.(2H).4p""","=""1I*""","=""6""",13,13,,"=""T6653c93""","=""L3625""",
"=""374.8703""","=""1.8e+09""","=""3.2e-02""",C,"=""3.16512""","=""36.239008""","=""3d4""","=""3H""","=""6""","=""3d3.(2H).4p""","=""3G*""","=""5""",13,11,,"=""T6653c93""","=""L3625""",
"=""375.1950""","=""1.1e+08""","=""7.e-03""",E,"=""2.98250""","=""36.027773""","=""3d4""","=""3P2""","=""0""","=""3d3.(2D2).4p""","=""3P*""","=""1""",1,3,,"=""T6653c93""","=""L3625""",
"=""375.5179""","=""2.0e+08""","=""3.2e-03""",C,"=""3.09122""","=""36.108077""","=""3d4""","=""3H""","=""4""","=""3d3.(2D2).4p""","=""1F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""375.9790""","=""5.4e+08""","=""1.5e-02""",C,"=""4.54154""","=""37.517907""","=""3d4""","=""3D""","=""3""","=""3d3.(2F).4p""","=""3F*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""376.0380""","=""2.6e+08""","=""1.9e-03""",D,"=""3.09623""","=""36.067425""","=""3d4""","=""3P2""","=""1""","=""3d3.(2D2).4p""","=""3P*""","=""0""",3,1,,"=""T6653c93""","=""L3625""",
"=""376.3833""","=""3.3e+09""","=""5.5e-02""",C,"=""7.71653""","=""40.65747""","=""3d4""","=""3F1""","=""4""","=""3d3.(2D1).4p""","=""3D*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""376.4797""","=""4.7e+08""","=""1.4e-02""",C,"=""4.55744""","=""37.489944""","=""3d4""","=""3D""","=""2""","=""3d3.(2F).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""376.5623""","=""5.9e+08""","=""1.3e-02""",C,"=""7.73219""","=""40.65747""","=""3d4""","=""3F1""","=""3""","=""3d3.(2D1).4p""","=""3D*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""376.7413""","=""2.9e+07""","=""1.0e-03""",E,"=""3.09623""","=""36.00587""","=""3d4""","=""3P2""","=""1""","=""3d3.(2P).4p""","=""3P*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""376.8362""","=""4.4e+08""","=""1.6e-02""",C,"=""4.57814""","=""37.479490""","=""3d4""","=""3D""","=""1""","=""3d3.(2F).4p""","=""3F*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""376.9537""","=""6.6e+08""","=""1.4e-02""",C,"=""7.72683""","=""40.61793""","=""3d4""","=""3F1""","=""2""","=""3d3.(2D1).4p""","=""3D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""377.0066""","=""2.4e+08""","=""7.e-03""",D,"=""5.73936""","=""38.625843""","=""3d4""","=""1D2""","=""2""","=""3d3.(2F).4p""","=""1F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""377.0151""","=""3.3e+09""","=""5.0e-02""",C,"=""7.73219""","=""40.61793""","=""3d4""","=""3F1""","=""3""","=""3d3.(2D1).4p""","=""3D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""377.0555""","=""4.1e+09""","=""5.2e-02""",C,"=""7.72683""","=""40.60904""","=""3d4""","=""3F1""","=""2""","=""3d3.(2D1).4p""","=""3D*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""377.8334""","=""2.8e+09""","=""4.6e-02""",C,"=""8.83763""","=""41.65215""","=""3d4""","=""1G1""","=""4""","=""3d3.(2D1).4p""","=""1F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""377.9090""","=""3.1e+08""","=""2.0e-02""",C+,"=""2.98250""","=""35.790455""","=""3d4""","=""3P2""","=""0""","=""3d3.(2D2).4p""","=""3D*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""377.9712""","=""1.9e+08""","=""3.5e-03""",C,"=""3.16512""","=""35.967670""","=""3d4""","=""3H""","=""6""","=""3d3.(2H).4p""","=""1H*""","=""5""",13,11,,"=""T6653c93""","=""L3625""",
"=""378.1909""","=""5.0e+08""","=""1.8e-02""",C,"=""3.09623""","=""35.879730""","=""3d4""","=""3P2""","=""1""","=""3d3.(2D2).4p""","=""3D*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""378.4187""","=""2.8e+08""","=""4.6e-03""",C,"=""3.34431""","=""36.108077""","=""3d4""","=""3F2""","=""4""","=""3d3.(2D2).4p""","=""1F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""378.6224""","=""7.e+07""","=""1.0e-03""",D,"=""3.28164""","=""36.027773""","=""3d4""","=""3P2""","=""2""","=""3d3.(2D2).4p""","=""3P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""379.0319""","=""1.05e+08""","=""2.8e-03""",C,"=""0.15903""","=""32.869794""","=""3d4""","=""5D""","=""4""","=""3d3.(4F).4p""","=""3G*""","=""5""",9,11,,"=""T6653c93""","=""L3625""",
"=""379.2236""","=""5.0e+08""","=""1.08e-02""",C,"=""3.09623""","=""35.790455""","=""3d4""","=""3P2""","=""1""","=""3d3.(2D2).4p""","=""3D*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""379.3005""","=""5.7e+08""","=""1.4e-02""",C,"=""3.16512""","=""35.85271""","=""3d4""","=""3H""","=""6""","=""3d3.(2H).4p""","=""3I*""","=""7""",13,15,,"=""T6653c93""","=""L3625""",
"=""379.4136""","=""3.8e+07""","=""6.e-04""",D,"=""3.32802""","=""36.00587""","=""3d4""","=""3F2""","=""3""","=""3d3.(2P).4p""","=""3P*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""379.5864""","=""9.9e+08""","=""3.0e-02""",C,"=""3.28164""","=""35.944612""","=""3d4""","=""3P2""","=""2""","=""3d3.(2D2).4p""","=""3D*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""380.3127""","=""4.6e+08""","=""1.18e-02""",C,"=""3.12756""","=""35.728157""","=""3d4""","=""3H""","=""5""","=""3d3.(2H).4p""","=""3I*""","=""6""",11,13,,"=""T6653c93""","=""L3625""",
"=""380.3161""","=""7.5e+08""","=""1.3e-02""",C,"=""3.34431""","=""35.944612""","=""3d4""","=""3F2""","=""4""","=""3d3.(2D2).4p""","=""3D*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""380.3419""","=""4.5e+08""","=""9.8e-03""",C,"=""3.28164""","=""35.879730""","=""3d4""","=""3P2""","=""2""","=""3d3.(2D2).4p""","=""3D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""380.6682""","=""1.8e+09""","=""3.9e-02""",C,"=""3.69685""","=""36.267001""","=""3d4""","=""3G""","=""3""","=""3d3.(2H).4p""","=""3G*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""380.7513""","=""9.3e+07""","=""2.0e-03""",C,"=""3.16512""","=""35.728157""","=""3d4""","=""3H""","=""6""","=""3d3.(2H).4p""","=""3I*""","=""6""",13,13,,"=""T6653c93""","=""L3625""",
"=""380.7655""","=""2.5e+08""","=""5.4e-03""",C,"=""3.31790""","=""35.879730""","=""3d4""","=""3F2""","=""2""","=""3d3.(2D2).4p""","=""3D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""380.7877""","=""1.03e+08""","=""2.9e-03""",C,"=""3.69685""","=""36.256778""","=""3d4""","=""3G""","=""3""","=""3d3.(2H).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
